travel_date;5_to_7_am;7_to_8_am;8_to_11_am;7_to_11_pm;bus_origin;car_type;max_capacity;nb_passengers
06/02/2018;1;0;0;0;Kisii;shuttle;11;5
06/02/2018;1;0;0;0;Kisii;shuttle;11;11
06/02/2018;1;0;0;0;Kisii;shuttle;11;9
06/02/2018;1;0;0;0;Kijauri;shuttle;11;2
06/02/2018;0;1;0;0;Kisii;shuttle;11;10
06/02/2018;0;1;0;0;Keroka;shuttle;11;1
06/02/2018;0;1;0;0;Sirare;Bus;49;3
06/02/2018;0;1;0;0;Rongo;Bus;49;4
06/02/2018;0;1;0;0;Kijauri;Bus;49;1
06/02/2018;0;1;0;0;Keroka;Bus;49;3
06/02/2018;0;1;0;0;Homa Bay;Bus;49;21
06/02/2018;0;1;0;0;Nyachenge;Bus;49;1
06/02/2018;0;1;0;0;Nyachenge;Bus;49;8
06/02/2018;0;1;0;0;Rongo;Bus;49;21
06/02/2018;0;1;0;0;Kisii;Bus;49;12
06/02/2018;0;1;0;0;Kijauri;Bus;49;8
06/02/2018;0;1;0;0;Kisii;Bus;49;3
06/02/2018;0;1;0;0;Kisii;Bus;49;2
06/02/2018;0;1;0;0;Kehancha;Bus;49;21
06/02/2018;0;1;0;0;Awendo;Bus;49;4
06/02/2018;0;1;0;0;Migori;Bus;49;5
06/02/2018;0;1;0;0;Kisii;shuttle;11;11
06/02/2018;0;1;0;0;Rongo;Bus;49;6
06/02/2018;0;1;0;0;Homa Bay;Bus;49;30
06/02/2018;0;1;0;0;Homa Bay;Bus;49;5
06/02/2018;0;1;0;0;Migori;Bus;49;16
06/02/2018;0;1;0;0;Awendo;Bus;49;1
06/02/2018;0;1;0;0;Kehancha;Bus;49;8
06/02/2018;0;1;0;0;Rongo;Bus;49;1
06/02/2018;0;1;0;0;Migori;Bus;49;15
06/02/2018;0;1;0;0;Kisii;shuttle;11;11
06/02/2018;0;1;0;0;Kisii;shuttle;11;11
06/02/2018;0;1;0;0;Kisii;shuttle;11;11
06/02/2018;0;1;0;0;Kisii;shuttle;11;10
06/02/2018;0;0;1;0;Kisii;shuttle;11;10
06/02/2018;0;0;1;0;Kisii;shuttle;11;10
06/02/2018;0;0;1;0;Kisii;shuttle;11;11
06/02/2018;0;0;1;0;Kisii;shuttle;11;11
06/02/2018;0;0;1;0;Kisii;shuttle;11;11
06/02/2018;0;0;1;0;Kisii;shuttle;11;7
06/02/2018;0;0;1;0;Kisii;shuttle;11;8
06/02/2018;0;0;1;0;Kisii;shuttle;11;5
06/02/2018;0;0;1;0;Kisii;shuttle;11;11
06/02/2018;0;0;1;0;Kisii;shuttle;11;9
06/02/2018;0;0;1;0;Kisii;shuttle;11;4
06/02/2018;0;0;0;1;Kisii;Bus;49;5
06/02/2018;0;0;0;1;Sirare;Bus;49;34
07/02/2018;1;0;0;0;Kisii;shuttle;11;1
07/02/2018;1;0;0;0;Kijauri;shuttle;11;2
07/02/2018;1;0;0;0;Kisii;shuttle;11;1
07/02/2018;1;0;0;0;Kijauri;shuttle;11;1
07/02/2018;1;0;0;0;Kisii;shuttle;11;1
07/02/2018;1;0;0;0;Kijauri;shuttle;11;1
07/02/2018;1;0;0;0;Kisii;shuttle;11;5
07/02/2018;1;0;0;0;Kisii;shuttle;11;10
07/02/2018;0;1;0;0;Kisii;Bus;49;1
07/02/2018;0;1;0;0;Kisii;shuttle;11;9
07/02/2018;0;1;0;0;Homa Bay;Bus;49;14
07/02/2018;0;1;0;0;Keroka;Bus;49;1
07/02/2018;0;1;0;0;Rongo;Bus;49;2
07/02/2018;0;1;0;0;Rongo;Bus;49;28
07/02/2018;0;1;0;0;Nyachenge;Bus;49;1
07/02/2018;0;1;0;0;Kisii;Bus;49;25
07/02/2018;0;1;0;0;Kijauri;Bus;49;3
07/02/2018;0;1;0;0;Kisii;Bus;49;14
07/02/2018;0;1;0;0;Keroka;Bus;49;1
07/02/2018;0;1;0;0;Kijauri;Bus;49;1
07/02/2018;0;1;0;0;Rongo;Bus;49;7
07/02/2018;0;1;0;0;Awendo;Bus;49;11
07/02/2018;0;1;0;0;Migori;Bus;49;4
07/02/2018;0;1;0;0;Kehancha;Bus;49;12
07/02/2018;0;1;0;0;Kisii;shuttle;11;8
07/02/2018;0;1;0;0;Homa Bay;Bus;49;31
07/02/2018;0;1;0;0;Rongo;Bus;49;4
07/02/2018;0;1;0;0;Homa Bay;Bus;49;2
07/02/2018;0;1;0;0;Rongo;Bus;49;1
07/02/2018;0;1;0;0;Migori;Bus;49;37
07/02/2018;0;1;0;0;Rongo;Bus;49;2
07/02/2018;0;1;0;0;Migori;Bus;49;11
07/02/2018;0;1;0;0;Kisii;shuttle;11;8
07/02/2018;0;1;0;0;Kisii;shuttle;11;9
07/02/2018;0;1;0;0;Kisii;shuttle;11;7
07/02/2018;0;1;0;0;Kijauri;shuttle;11;1
07/02/2018;0;1;0;0;Kisii;shuttle;11;7
07/02/2018;0;0;1;0;Kisii;shuttle;11;10
07/02/2018;0;0;1;0;Kisii;shuttle;11;10
07/02/2018;0;0;1;0;Kisii;shuttle;11;10
07/02/2018;0;0;1;0;Kisii;shuttle;11;8
07/02/2018;0;0;1;0;Kisii;shuttle;11;1
07/02/2018;0;0;1;0;Keroka;shuttle;11;1
07/02/2018;0;0;1;0;Kisii;shuttle;11;4
07/02/2018;0;0;1;0;Keroka;shuttle;11;2
07/02/2018;0;0;1;0;Kisii;shuttle;11;11
07/02/2018;0;0;1;0;Kisii;shuttle;11;8
07/02/2018;0;0;1;0;Keroka;shuttle;11;3
07/02/2018;0;0;1;0;Kisii;shuttle;11;10
07/02/2018;0;0;1;0;Keroka;shuttle;11;1
07/02/2018;0;0;1;0;Kisii;shuttle;11;12
07/02/2018;0;0;1;0;Kisii;shuttle;11;9
07/02/2018;0;0;1;0;Kisii;shuttle;11;1
07/02/2018;0;0;0;1;Kisii;Bus;49;9
07/02/2018;0;0;0;1;Keroka;Bus;49;2
07/02/2018;0;0;0;1;Kisii;Bus;49;23
07/02/2018;0;0;0;1;Keroka;Bus;49;1
07/02/2018;0;0;0;1;Keroka;Bus;49;1
07/02/2018;0;0;0;1;Keroka;Bus;49;1
07/02/2018;0;0;0;1;Sirare;Bus;49;36
08/02/2018;1;0;0;0;Kisii;shuttle;11;1
08/02/2018;1;0;0;0;Kijauri;shuttle;11;1
08/02/2018;1;0;0;0;Kisii;shuttle;11;1
08/02/2018;1;0;0;0;Kisii;shuttle;11;8
08/02/2018;0;1;0;0;Kisii;shuttle;11;9
08/02/2018;0;1;0;0;Keroka;Bus;49;1
08/02/2018;0;1;0;0;Sirare;Bus;49;3
08/02/2018;0;1;0;0;Rongo;Bus;49;9
08/02/2018;0;1;0;0;Homa Bay;Bus;49;10
08/02/2018;0;1;0;0;Kijauri;Bus;49;1
08/02/2018;0;1;0;0;Rongo;Bus;49;14
08/02/2018;0;1;0;0;Nyachenge;Bus;49;2
08/02/2018;0;1;0;0;Kisii;Bus;49;24
08/02/2018;0;1;0;0;Kijauri;Bus;49;4
08/02/2018;0;1;0;0;Kisii;Bus;49;20
08/02/2018;0;1;0;0;Kisii;Bus;49;2
08/02/2018;0;1;0;0;Awendo;Bus;49;12
08/02/2018;0;1;0;0;Rongo;Bus;49;1
08/02/2018;0;1;0;0;Migori;Bus;49;2
08/02/2018;0;1;0;0;Kehancha;Bus;49;7
08/02/2018;0;1;0;0;Kisii;shuttle;11;9
08/02/2018;0;1;0;0;Homa Bay;Bus;49;16
08/02/2018;0;1;0;0;Rongo;Bus;49;4
08/02/2018;0;1;0;0;Kisii;Bus;49;1
08/02/2018;0;1;0;0;Rongo;Bus;49;2
08/02/2018;0;1;0;0;Migori;Bus;49;38
08/02/2018;0;1;0;0;Kisii;Bus;49;1
08/02/2018;0;1;0;0;Kehancha;Bus;49;14
08/02/2018;0;1;0;0;Rongo;Bus;49;1
08/02/2018;0;1;0;0;Migori;Bus;49;10
08/02/2018;0;1;0;0;Kisii;shuttle;11;10
08/02/2018;0;1;0;0;Kisii;shuttle;11;11
08/02/2018;0;1;0;0;Kisii;shuttle;11;9
08/02/2018;0;1;0;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;9
08/02/2018;0;0;1;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;9
08/02/2018;0;0;1;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;3
08/02/2018;0;0;1;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;2
08/02/2018;0;0;1;0;Keroka;shuttle;11;1
08/02/2018;0;0;1;0;Keroka;shuttle;11;2
08/02/2018;0;0;1;0;Kisii;shuttle;11;6
08/02/2018;0;0;1;0;Keroka;shuttle;11;1
08/02/2018;0;0;1;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;8
08/02/2018;0;0;1;0;Kijauri;shuttle;11;2
08/02/2018;0;0;1;0;Kisii;shuttle;11;10
08/02/2018;0;0;1;0;Kijauri;shuttle;11;1
08/02/2018;0;0;1;0;Kisii;shuttle;11;10
08/02/2018;0;0;1;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;11
08/02/2018;0;0;1;0;Kisii;shuttle;11;1
08/02/2018;0;0;0;1;Kisii;Bus;49;2
08/02/2018;0;0;0;1;Keroka;Bus;49;1
08/02/2018;0;0;0;1;Kisii;Bus;49;1
08/02/2018;0;0;0;1;Sirare;Bus;49;43
09/02/2018;1;0;0;0;Kisii;shuttle;11;1
09/02/2018;1;0;0;0;Kisii;shuttle;11;1
09/02/2018;1;0;0;0;Kijauri;shuttle;11;1
09/02/2018;1;0;0;0;Kijauri;shuttle;11;1
09/02/2018;1;0;0;0;Kisii;shuttle;11;6
09/02/2018;1;0;0;0;Kisii;shuttle;11;8
09/02/2018;1;0;0;0;Kisii;shuttle;11;10
09/02/2018;0;1;0;0;Kisii;shuttle;11;9
09/02/2018;0;1;0;0;Rongo;Bus;49;4
09/02/2018;0;1;0;0;Sirare;Bus;49;10
09/02/2018;0;1;0;0;Kisii;Bus;49;2
09/02/2018;0;1;0;0;Kisii;Bus;49;4
09/02/2018;0;1;0;0;Rongo;Bus;49;13
09/02/2018;0;1;0;0;Homa Bay;Bus;49;16
09/02/2018;0;1;0;0;Kisii;Bus;49;1
09/02/2018;0;1;0;0;Nyachenge;Bus;49;5
09/02/2018;0;1;0;0;Rongo;Bus;49;18
09/02/2018;0;1;0;0;Kisii;Bus;49;23
09/02/2018;0;1;0;0;Kijauri;Bus;49;1
09/02/2018;0;1;0;0;Kisii;Bus;49;12
09/02/2018;0;1;0;0;Awendo;Bus;49;20
09/02/2018;0;1;0;0;Rongo;Bus;49;1
09/02/2018;0;1;0;0;Kehancha;Bus;49;11
09/02/2018;0;1;0;0;Migori;Bus;49;1
09/02/2018;0;1;0;0;Kisii;shuttle;11;10
09/02/2018;0;1;0;0;Homa Bay;Bus;49;32
09/02/2018;0;1;0;0;Rongo;Bus;49;1
09/02/2018;0;1;0;0;Rongo;Bus;49;1
09/02/2018;0;1;0;0;Migori;Bus;49;37
09/02/2018;0;1;0;0;Rongo;Bus;49;2
09/02/2018;0;1;0;0;Kehancha;Bus;49;15
09/02/2018;0;1;0;0;Rongo;Bus;49;1
09/02/2018;0;1;0;0;Awendo;Bus;49;1
09/02/2018;0;1;0;0;Rongo;Bus;49;2
09/02/2018;0;1;0;0;Migori;Bus;49;15
09/02/2018;0;1;0;0;Kisii;shuttle;11;5
09/02/2018;0;1;0;0;Kisii;shuttle;11;9
09/02/2018;0;1;0;0;Kisii;shuttle;11;10
09/02/2018;0;1;0;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;9
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;9
09/02/2018;0;0;1;0;Kisii;shuttle;11;9
09/02/2018;0;0;1;0;Kisii;shuttle;11;9
09/02/2018;0;0;1;0;Kisii;shuttle;11;9
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;6
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;10
09/02/2018;0;0;1;0;Kisii;shuttle;11;11
09/02/2018;0;0;1;0;Kisii;shuttle;11;9
09/02/2018;0;0;0;1;Kisii;Bus;49;9
09/02/2018;0;0;0;1;Kisii;Bus;49;13
09/02/2018;0;0;0;1;Keroka;Bus;49;1
09/02/2018;0;0;0;1;Sirare;Bus;49;25
10/02/2018;1;0;0;0;Kisii;shuttle;11;1
10/02/2018;1;0;0;0;Kisii;shuttle;11;1
10/02/2018;1;0;0;0;Kisii;shuttle;11;1
10/02/2018;1;0;0;0;Kijauri;shuttle;11;1
10/02/2018;1;0;0;0;Kijauri;shuttle;11;1
10/02/2018;0;1;0;0;Sirare;Bus;49;10
10/02/2018;0;1;0;0;Rongo;Bus;49;14
10/02/2018;0;1;0;0;Homa Bay;Bus;49;13
10/02/2018;0;1;0;0;Nyachenge;Bus;49;3
10/02/2018;0;1;0;0;Rongo;Bus;49;7
10/02/2018;0;1;0;0;Kisii;Bus;49;3
10/02/2018;0;1;0;0;Kijauri;Bus;49;2
10/02/2018;0;1;0;0;Awendo;Bus;49;18
10/02/2018;0;1;0;0;Kehancha;Bus;49;16
10/02/2018;0;1;0;0;Homa Bay;Bus;49;27
10/02/2018;0;1;0;0;Kijauri;shuttle;11;1
10/02/2018;0;1;0;0;Rongo;Bus;49;4
10/02/2018;0;1;0;0;Homa Bay;Bus;49;10
10/02/2018;0;1;0;0;Rongo;Bus;49;1
10/02/2018;0;1;0;0;Homa Bay;Bus;49;2
10/02/2018;0;1;0;0;Migori;Bus;49;18
10/02/2018;0;1;0;0;Rongo;Bus;49;9
10/02/2018;0;1;0;0;Awendo;Bus;49;1
10/02/2018;0;1;0;0;Kehancha;Bus;49;13
10/02/2018;0;1;0;0;Nyachenge;Bus;49;1
10/02/2018;0;1;0;0;Rongo;Bus;49;2
10/02/2018;0;1;0;0;Migori;Bus;49;18
10/02/2018;0;1;0;0;Kijauri;shuttle;11;1
10/02/2018;0;0;1;0;Kijauri;shuttle;11;2
10/02/2018;0;0;1;0;Kijauri;shuttle;11;1
10/02/2018;0;0;1;0;Kijauri;shuttle;11;4
10/02/2018;0;0;1;0;Kijauri;shuttle;11;3
10/02/2018;0;0;1;0;Kijauri;shuttle;11;2
10/02/2018;0;0;1;0;Kijauri;shuttle;11;1
10/02/2018;0;0;1;0;Kijauri;shuttle;11;2
10/02/2018;0;0;1;0;Kijauri;shuttle;11;2
10/02/2018;0;0;0;1;Sirare;Bus;49;18
11/02/2018;1;0;0;0;Kisii;shuttle;11;1
11/02/2018;1;0;0;0;Kijauri;shuttle;11;1
11/02/2018;1;0;0;0;Kijauri;shuttle;11;1
11/02/2018;1;0;0;0;Kijauri;shuttle;11;1
11/02/2018;1;0;0;0;Kisii;shuttle;11;9
11/02/2018;1;0;0;0;Kijauri;shuttle;11;1
11/02/2018;1;0;0;0;Kisii;shuttle;11;1
11/02/2018;0;1;0;0;Rongo;Bus;49;2
11/02/2018;0;1;0;0;Migori;Bus;49;1
11/02/2018;0;1;0;0;Sirare;Bus;49;12
11/02/2018;0;1;0;0;Homa Bay;Bus;49;25
11/02/2018;0;1;0;0;Nyachenge;Bus;49;1
11/02/2018;0;1;0;0;Rongo;Bus;49;3
11/02/2018;0;1;0;0;Nyachenge;Bus;49;5
11/02/2018;0;1;0;0;Rongo;Bus;49;10
11/02/2018;0;1;0;0;Kisii;Bus;49;8
11/02/2018;0;1;0;0;Kijauri;Bus;49;1
11/02/2018;0;1;0;0;Kisii;Bus;49;1
11/02/2018;0;1;0;0;Awendo;Bus;49;23
11/02/2018;0;1;0;0;Migori;Bus;49;2
11/02/2018;0;1;0;0;Kehancha;Bus;49;14
11/02/2018;0;1;0;0;Rongo;Bus;49;8
11/02/2018;0;1;0;0;Homa Bay;Bus;49;32
11/02/2018;0;1;0;0;Rongo;Bus;49;2
11/02/2018;0;1;0;0;Kisii;Bus;49;11
11/02/2018;0;1;0;0;Rongo;Bus;49;2
11/02/2018;0;1;0;0;Homa Bay;Bus;49;1
11/02/2018;0;1;0;0;Migori;Bus;49;31
11/02/2018;0;1;0;0;Rongo;Bus;49;3
11/02/2018;0;1;0;0;Kehancha;Bus;49;18
11/02/2018;0;1;0;0;Migori;Bus;49;1
11/02/2018;0;1;0;0;Rongo;Bus;49;2
11/02/2018;0;1;0;0;Rongo;Bus;49;3
11/02/2018;0;1;0;0;Nyachenge;Bus;49;3
11/02/2018;0;1;0;0;Awendo;Bus;49;3
11/02/2018;0;1;0;0;Rongo;Bus;49;7
11/02/2018;0;1;0;0;Migori;Bus;49;23
11/02/2018;0;1;0;0;Kisii;shuttle;11;9
11/02/2018;0;1;0;0;Kisii;shuttle;11;9
11/02/2018;0;1;0;0;Kisii;shuttle;11;4
11/02/2018;0;0;1;0;Kisii;shuttle;11;10
11/02/2018;0;0;1;0;Kisii;shuttle;11;9
11/02/2018;0;0;1;0;Kisii;shuttle;11;7
11/02/2018;0;0;1;0;Kisii;shuttle;11;10
11/02/2018;0;0;1;0;Kisii;shuttle;11;9
11/02/2018;0;0;1;0;Kisii;shuttle;11;8
11/02/2018;0;0;1;0;Kisii;shuttle;11;8
11/02/2018;0;0;1;0;Kisii;shuttle;11;4
11/02/2018;0;0;1;0;Kisii;shuttle;11;7
11/02/2018;0;0;1;0;Kisii;shuttle;11;6
11/02/2018;0;0;1;0;Kisii;shuttle;11;11
11/02/2018;0;0;1;0;Kisii;shuttle;11;7
11/02/2018;0;0;1;0;Kisii;shuttle;11;5
11/02/2018;0;0;1;0;Kisii;shuttle;11;4
11/02/2018;0;0;1;0;Kisii;shuttle;11;5
11/02/2018;0;0;1;0;Kisii;shuttle;11;3
11/02/2018;0;0;1;0;Kisii;shuttle;11;4
11/02/2018;0;0;1;0;Kisii;shuttle;11;2
11/02/2018;0;0;1;0;Kisii;shuttle;11;1
11/02/2018;0;0;1;0;Kisii;shuttle;11;3
11/02/2018;0;0;1;0;Kisii;shuttle;11;11
11/02/2018;0;0;1;0;Kisii;shuttle;11;11
11/02/2018;0;0;1;0;Kisii;shuttle;11;7
11/02/2018;0;0;1;0;Kisii;shuttle;11;11
11/02/2018;0;0;1;0;Kisii;shuttle;11;9
11/02/2018;0;0;1;0;Kisii;shuttle;11;10
11/02/2018;0;0;1;0;Kisii;shuttle;11;9
11/02/2018;0;0;1;0;Kisii;shuttle;11;8
11/02/2018;0;0;1;0;Kisii;shuttle;11;8
11/02/2018;0;0;1;0;Kisii;shuttle;11;10
11/02/2018;0;0;1;0;Kisii;shuttle;11;8
11/02/2018;0;0;1;0;Kisii;shuttle;11;3
11/02/2018;0;0;0;1;Kisii;Bus;49;10
11/02/2018;0;0;0;1;Kisii;Bus;49;23
11/02/2018;0;0;0;1;Sirare;Bus;49;40
11/02/2018;0;0;0;1;Rongo;Bus;49;1
12/02/2018;1;0;0;0;Kisii;shuttle;11;1
12/02/2018;1;0;0;0;Kijauri;shuttle;11;3
12/02/2018;1;0;0;0;Kisii;shuttle;11;1
12/02/2018;1;0;0;0;Kijauri;shuttle;11;1
12/02/2018;1;0;0;0;Kijauri;shuttle;11;1
12/02/2018;1;0;0;0;Kijauri;shuttle;11;1
12/02/2018;0;1;0;0;Kisii;shuttle;11;5
12/02/2018;0;1;0;0;Sirare;Bus;49;4
12/02/2018;0;1;0;0;Nyachenge;Bus;49;1
12/02/2018;0;1;0;0;Rongo;Bus;49;10
12/02/2018;0;1;0;0;Homa Bay;Bus;49;24
12/02/2018;0;1;0;0;Nyachenge;Bus;49;3
12/02/2018;0;1;0;0;Rongo;Bus;49;12
12/02/2018;0;1;0;0;Kisii;Bus;49;9
12/02/2018;0;1;0;0;Kijauri;Bus;49;9
12/02/2018;0;1;0;0;Kisii;Bus;49;13
12/02/2018;0;1;0;0;Rongo;Bus;49;4
12/02/2018;0;1;0;0;Awendo;Bus;49;18
12/02/2018;0;1;0;0;Kehancha;Bus;49;16
12/02/2018;0;1;0;0;Migori;Bus;49;1
12/02/2018;0;1;0;0;Kisii;shuttle;11;8
12/02/2018;0;1;0;0;Homa Bay;Bus;49;32
12/02/2018;0;1;0;0;Rongo;Bus;49;4
12/02/2018;0;1;0;0;Kijauri;shuttle;11;1
12/02/2018;0;1;0;0;Homa Bay;Bus;49;7
12/02/2018;0;1;0;0;Rongo;Bus;49;1
12/02/2018;0;1;0;0;Migori;Bus;49;37
12/02/2018;0;1;0;0;Kehancha;Bus;49;11
12/02/2018;0;1;0;0;Rongo;Bus;49;2
12/02/2018;0;1;0;0;Nyachenge;Bus;49;1
12/02/2018;0;1;0;0;Awendo;Bus;49;9
12/02/2018;0;1;0;0;Migori;Bus;49;14
12/02/2018;0;1;0;0;Rongo;Bus;49;2
12/02/2018;0;1;0;0;Kisii;shuttle;11;6
12/02/2018;0;1;0;0;Kisii;shuttle;11;9
12/02/2018;0;1;0;0;Kisii;shuttle;11;7
12/02/2018;0;1;0;0;Kisii;shuttle;11;9
12/02/2018;0;0;1;0;Kisii;shuttle;11;10
12/02/2018;0;0;1;0;Kisii;shuttle;11;10
12/02/2018;0;0;1;0;Kisii;shuttle;11;11
12/02/2018;0;0;1;0;Kisii;shuttle;11;11
12/02/2018;0;0;1;0;Kisii;shuttle;11;7
12/02/2018;0;0;1;0;Kisii;shuttle;11;8
12/02/2018;0;0;1;0;Kisii;shuttle;11;11
12/02/2018;0;0;1;0;Kisii;shuttle;11;7
12/02/2018;0;0;1;0;Keroka;shuttle;11;1
12/02/2018;0;0;1;0;Kisii;shuttle;11;6
12/02/2018;0;0;1;0;Kisii;shuttle;11;7
12/02/2018;0;0;1;0;Kisii;shuttle;11;11
12/02/2018;0;0;1;0;Kisii;shuttle;11;10
12/02/2018;0;0;1;0;Kisii;shuttle;11;10
12/02/2018;0;0;1;0;Kisii;shuttle;11;10
12/02/2018;0;0;1;0;Kisii;shuttle;11;7
12/02/2018;0;0;1;0;Kisii;shuttle;11;11
12/02/2018;0;0;1;0;Kisii;shuttle;11;4
12/02/2018;0;0;1;0;Kisii;shuttle;11;6
12/02/2018;0;0;1;0;Kisii;shuttle;11;9
12/02/2018;0;0;0;1;Keroka;Bus;49;1
12/02/2018;0;0;0;1;Sirare;Bus;49;43
13/02/2018;1;0;0;0;Kisii;shuttle;11;2
13/02/2018;1;0;0;0;Kijauri;shuttle;11;1
13/02/2018;1;0;0;0;Kisii;shuttle;11;1
13/02/2018;1;0;0;0;Kisii;shuttle;11;6
13/02/2018;1;0;0;0;Kisii;shuttle;11;11
13/02/2018;1;0;0;0;Kisii;shuttle;11;9
13/02/2018;1;0;0;0;Kisii;shuttle;11;9
13/02/2018;1;0;0;0;Kisii;shuttle;11;10
13/02/2018;0;1;0;0;Kisii;shuttle;11;12
13/02/2018;0;1;0;0;Sirare;Bus;49;5
13/02/2018;0;1;0;0;Nyachenge;Bus;49;1
13/02/2018;0;1;0;0;Rongo;Bus;49;13
13/02/2018;0;1;0;0;Homa Bay;Bus;49;23
13/02/2018;0;1;0;0;Kisii;Bus;49;2
13/02/2018;0;1;0;0;Nyachenge;Bus;49;5
13/02/2018;0;1;0;0;Rongo;Bus;49;10
13/02/2018;0;1;0;0;Kisii;Bus;49;18
13/02/2018;0;1;0;0;Kijauri;Bus;49;3
13/02/2018;0;1;0;0;Kisii;Bus;49;1
13/02/2018;0;1;0;0;Awendo;Bus;49;21
13/02/2018;0;1;0;0;Kehancha;Bus;49;15
13/02/2018;0;1;0;0;Kisii;shuttle;11;7
13/02/2018;0;1;0;0;Kisii;Bus;49;11
13/02/2018;0;1;0;0;Homa Bay;Bus;49;21
13/02/2018;0;1;0;0;Rongo;Bus;49;1
13/02/2018;0;1;0;0;Homa Bay;Bus;49;9
13/02/2018;0;1;0;0;Rongo;Bus;49;1
13/02/2018;0;1;0;0;Migori;Bus;49;47
13/02/2018;0;1;0;0;Kisii;Bus;49;1
13/02/2018;0;1;0;0;Kehancha;Bus;49;17
13/02/2018;0;1;0;0;Rongo;Bus;49;1
13/02/2018;0;1;0;0;Awendo;Bus;49;1
13/02/2018;0;1;0;0;Migori;Bus;49;16
13/02/2018;0;1;0;0;Kisii;shuttle;11;10
13/02/2018;0;1;0;0;Kisii;shuttle;11;11
13/02/2018;0;1;0;0;Kisii;shuttle;11;11
13/02/2018;0;1;0;0;Kisii;shuttle;11;10
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;9
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;9
13/02/2018;0;0;1;0;Kisii;shuttle;11;10
13/02/2018;0;0;1;0;Kisii;shuttle;11;8
13/02/2018;0;0;1;0;Kisii;shuttle;11;6
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;10
13/02/2018;0;0;1;0;Kisii;shuttle;11;6
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;10
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;11
13/02/2018;0;0;1;0;Kisii;shuttle;11;1
13/02/2018;0;0;0;1;Sirare;Bus;49;43
14/02/2018;1;0;0;0;Kisii;shuttle;11;1
14/02/2018;1;0;0;0;Kisii;shuttle;11;1
14/02/2018;0;1;0;0;Kisii;shuttle;11;8
14/02/2018;0;1;0;0;Sirare;Bus;49;9
14/02/2018;0;1;0;0;Kisii;Bus;49;2
14/02/2018;0;1;0;0;Homa Bay;Bus;49;16
14/02/2018;0;1;0;0;Rongo;Bus;49;13
14/02/2018;0;1;0;0;Kisii;Bus;49;1
14/02/2018;0;1;0;0;Nyachenge;Bus;49;2
14/02/2018;0;1;0;0;Rongo;Bus;49;8
14/02/2018;0;1;0;0;Kisii;Bus;49;13
14/02/2018;0;1;0;0;Keroka;Bus;49;2
14/02/2018;0;1;0;0;Kisii;Bus;49;16
14/02/2018;0;1;0;0;Keroka;Bus;49;2
14/02/2018;0;1;0;0;Kisii;Bus;49;1
14/02/2018;0;1;0;0;Awendo;Bus;49;19
14/02/2018;0;1;0;0;Kehancha;Bus;49;4
14/02/2018;0;1;0;0;Kisii;shuttle;11;9
14/02/2018;0;1;0;0;Homa Bay;Bus;49;32
14/02/2018;0;1;0;0;Rongo;Bus;49;6
14/02/2018;0;1;0;0;Nyachenge;Bus;49;1
14/02/2018;0;1;0;0;Kisii;Bus;49;6
14/02/2018;0;1;0;0;Migori;Bus;49;38
14/02/2018;0;1;0;0;Kehancha;Bus;49;4
14/02/2018;0;1;0;0;Rongo;Bus;49;1
14/02/2018;0;1;0;0;Nyachenge;Bus;49;2
